cod_provincia;desc_provincia;ine_auto_name;holiday_date;holiday_type;holiday_desc
18;Granada;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
13;Ciudad Real;Castilla-La Mancha;2022-12-06;Nacional;Día de la Constitución Española
21;Huelva;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
26;Rioja, La;Rioja, La;2022-12-06;Nacional;Día de la Constitución Española
22;Huesca;Aragón;2022-12-06;Nacional;Día de la Constitución Española
43;Tarragona;Cataluña;2022-12-06;Nacional;Día de la Constitución Española
33;Asturias;Asturias, Principado de;2022-12-06;Nacional;Día de la Constitución Española
52;Melilla;Melilla, Ciudad Autónoma de;2022-12-06;Nacional;Día de la Constitución Española
48;Bizkaia;País Vasco;2022-12-06;Nacional;Día de la Constitución Española
40;Segovia;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
08;Barcelona;Cataluña;2022-12-06;Nacional;Día de la Constitución Española
09;Burgos;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
28;Madrid;Madrid, Comunidad de;2022-12-06;Nacional;Día de la Constitución Española
36;Pontevedra;Galicia;2022-12-06;Nacional;Día de la Constitución Española
42;Soria;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
23;Jaén;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
30;Murcia;Murcia, Región de;2022-12-06;Nacional;Día de la Constitución Española
17;Girona;Cataluña;2022-12-06;Nacional;Día de la Constitución Española
12;Castellón/Castelló;Comunidad Valenciana;2022-12-06;Nacional;Día de la Constitución Española
37;Salamanca;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
44;Teruel;Aragón;2022-12-06;Nacional;Día de la Constitución Española
20;Gipuzkoa;País Vasco;2022-12-06;Nacional;Día de la Constitución Española
41;Sevilla;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
29;Málaga;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
47;Valladolid;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
04;Almería;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
32;Ourense;Galicia;2022-12-06;Nacional;Día de la Constitución Española
24;León;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
14;Córdoba;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
34;Palencia;Castilla Y León;2022-12-06;Nacional;Día de la Constitución Española
15;Coruña, A;Galicia;2022-12-06;Nacional;Día de la Constitución Española
10;Cáceres;Extremadura;2022-12-06;Nacional;Día de la Constitución Española
02;Albacete;Castilla-La Mancha;2022-12-06;Nacional;Día de la Constitución Española
51;Ceuta;Ceuta, Ciudad Autónoma de;2022-12-06;Nacional;Día de la Constitución Española
07;Balears, Illes;Balears, Illes;2022-12-06;Nacional;Día de la Constitución Española
39;Cantabria;Cantabria;2022-12-06;Nacional;Día de la Constitución Española
11;Cádiz;Andalucía;2022-12-06;Nacional;Día de la Constitución Española
19;Guadalajara;Castilla-La Mancha;2022-12-06;Nacional;Día de la Constitución Española
38;Santa Cruz de Tenerife;Canarias;2022-12-06;Nacional;Día de la Constitución Española
32;Ourense;Galicia;2022-12-08;Nacional;Inmaculada Concepción
20;Gipuzkoa;País Vasco;2022-12-08;Nacional;Inmaculada Concepción
09;Burgos;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
23;Jaén;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
47;Valladolid;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
16;Cuenca;Castilla-La Mancha;2022-12-08;Nacional;Inmaculada Concepción
44;Teruel;Aragón;2022-12-08;Nacional;Inmaculada Concepción
06;Badajoz;Extremadura;2022-12-08;Nacional;Inmaculada Concepción
21;Huelva;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
34;Palencia;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
48;Bizkaia;País Vasco;2022-12-08;Nacional;Inmaculada Concepción
02;Albacete;Castilla-La Mancha;2022-12-08;Nacional;Inmaculada Concepción
22;Huesca;Aragón;2022-12-08;Nacional;Inmaculada Concepción
05;Ávila;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
01;Araba/Álava;País Vasco;2022-12-08;Nacional;Inmaculada Concepción
42;Soria;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
43;Tarragona;Cataluña;2022-12-08;Nacional;Inmaculada Concepción
27;Lugo;Galicia;2022-12-08;Nacional;Inmaculada Concepción
28;Madrid;Madrid, Comunidad de;2022-12-08;Nacional;Inmaculada Concepción
10;Cáceres;Extremadura;2022-12-08;Nacional;Inmaculada Concepción
17;Girona;Cataluña;2022-12-08;Nacional;Inmaculada Concepción
14;Córdoba;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
38;Santa Cruz de Tenerife;Canarias;2022-12-08;Nacional;Inmaculada Concepción
30;Murcia;Murcia, Región de;2022-12-08;Nacional;Inmaculada Concepción
04;Almería;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
24;León;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
18;Granada;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
37;Salamanca;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
36;Pontevedra;Galicia;2022-12-08;Nacional;Inmaculada Concepción
31;Navarra;Navarra, Comunidad Foral de;2022-12-08;Nacional;Inmaculada Concepción
11;Cádiz;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
45;Toledo;Castilla-La Mancha;2022-12-08;Nacional;Inmaculada Concepción
07;Balears, Illes;Balears, Illes;2022-12-08;Nacional;Inmaculada Concepción
25;Lleida;Cataluña;2022-12-08;Nacional;Inmaculada Concepción
50;Zaragoza;Aragón;2022-12-08;Nacional;Inmaculada Concepción
39;Cantabria;Cantabria;2022-12-08;Nacional;Inmaculada Concepción
19;Guadalajara;Castilla-La Mancha;2022-12-08;Nacional;Inmaculada Concepción
49;Zamora;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
08;Barcelona;Cataluña;2022-12-08;Nacional;Inmaculada Concepción
52;Melilla;Melilla, Ciudad Autónoma de;2022-12-08;Nacional;Inmaculada Concepción
26;Rioja, La;Rioja, La;2022-12-08;Nacional;Inmaculada Concepción
46;Valencia/Valéncia;Comunidad Valenciana;2022-12-08;Nacional;Inmaculada Concepción
13;Ciudad Real;Castilla-La Mancha;2022-12-08;Nacional;Inmaculada Concepción
03;Alicante;Comunidad Valenciana;2022-12-08;Nacional;Inmaculada Concepción
29;Málaga;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
15;Coruña, A;Galicia;2022-12-08;Nacional;Inmaculada Concepción
12;Castellón/Castelló;Comunidad Valenciana;2022-12-08;Nacional;Inmaculada Concepción
35;Palmas, Las;Canarias;2022-12-08;Nacional;Inmaculada Concepción
51;Ceuta;Ceuta, Ciudad Autónoma de;2022-12-08;Nacional;Inmaculada Concepción
41;Sevilla;Andalucía;2022-12-08;Nacional;Inmaculada Concepción
40;Segovia;Castilla Y León;2022-12-08;Nacional;Inmaculada Concepción
33;Asturias;Asturias, Principado de;2022-12-08;Nacional;Inmaculada Concepción
12;Castellón/Castelló;Comunidad Valenciana;2022-12-25;Nacional;Natividad del Señor
37;Salamanca;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
32;Ourense;Galicia;2022-12-25;Nacional;Natividad del Señor
10;Cáceres;Extremadura;2022-12-25;Nacional;Natividad del Señor
48;Bizkaia;País Vasco;2022-12-25;Nacional;Natividad del Señor
02;Albacete;Castilla-La Mancha;2022-12-25;Nacional;Natividad del Señor
42;Soria;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
22;Huesca;Aragón;2022-12-25;Nacional;Natividad del Señor
45;Toledo;Castilla-La Mancha;2022-12-25;Nacional;Natividad del Señor
06;Badajoz;Extremadura;2022-12-25;Nacional;Natividad del Señor
08;Barcelona;Cataluña;2022-12-25;Nacional;Natividad del Señor
23;Jaén;Andalucía;2022-12-25;Nacional;Natividad del Señor
24;León;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
49;Zamora;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
40;Segovia;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
11;Cádiz;Andalucía;2022-12-25;Nacional;Natividad del Señor
28;Madrid;Madrid, Comunidad de;2022-12-25;Nacional;Natividad del Señor
51;Ceuta;Ceuta, Ciudad Autónoma de;2022-12-25;Nacional;Natividad del Señor
35;Palmas, Las;Canarias;2022-12-25;Nacional;Natividad del Señor
30;Murcia;Murcia, Región de;2022-12-25;Nacional;Natividad del Señor
31;Navarra;Navarra, Comunidad Foral de;2022-12-25;Nacional;Natividad del Señor
25;Lleida;Cataluña;2022-12-25;Nacional;Natividad del Señor
05;Ávila;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
03;Alicante;Comunidad Valenciana;2022-12-25;Nacional;Natividad del Señor
19;Guadalajara;Castilla-La Mancha;2022-12-25;Nacional;Natividad del Señor
34;Palencia;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
47;Valladolid;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
01;Araba/Álava;País Vasco;2022-12-25;Nacional;Natividad del Señor
07;Balears, Illes;Balears, Illes;2022-12-25;Nacional;Natividad del Señor
09;Burgos;Castilla Y León;2022-12-25;Nacional;Natividad del Señor
36;Pontevedra;Galicia;2022-12-25;Nacional;Natividad del Señor
43;Tarragona;Cataluña;2022-12-25;Nacional;Natividad del Señor
20;Gipuzkoa;País Vasco;2022-12-25;Nacional;Natividad del Señor
18;Granada;Andalucía;2022-12-25;Nacional;Natividad del Señor
38;Santa Cruz de Tenerife;Canarias;2022-12-25;Nacional;Natividad del Señor
46;Valencia/Valéncia;Comunidad Valenciana;2022-12-25;Nacional;Natividad del Señor
21;Huelva;Andalucía;2022-12-25;Nacional;Natividad del Señor
04;Almería;Andalucía;2022-12-25;Nacional;Natividad del Señor
16;Cuenca;Castilla-La Mancha;2022-12-25;Nacional;Natividad del Señor
13;Ciudad Real;Castilla-La Mancha;2022-12-25;Nacional;Natividad del Señor
39;Cantabria;Cantabria;2022-12-25;Nacional;Natividad del Señor
27;Lugo;Galicia;2022-12-25;Nacional;Natividad del Señor
14;Córdoba;Andalucía;2022-12-25;Nacional;Natividad del Señor
17;Girona;Cataluña;2022-12-25;Nacional;Natividad del Señor
41;Sevilla;Andalucía;2022-12-25;Nacional;Natividad del Señor
44;Teruel;Aragón;2022-12-25;Nacional;Natividad del Señor
50;Zaragoza;Aragón;2022-12-25;Nacional;Natividad del Señor
52;Melilla;Melilla, Ciudad Autónoma de;2022-12-25;Nacional;Natividad del Señor
33;Asturias;Asturias, Principado de;2022-12-25;Nacional;Natividad del Señor
29;Málaga;Andalucía;2022-12-25;Nacional;Natividad del Señor
15;Coruña, A;Galicia;2022-12-25;Nacional;Natividad del Señor
26;Rioja, La;Rioja, La;2022-12-25;Nacional;Natividad del Señor
43;Tarragona;Cataluña;2022-12-26;Autonómico;San Esteban
08;Barcelona;Cataluña;2022-12-26;Autonómico;San Esteban
25;Lleida;Cataluña;2022-12-26;Autonómico;San Esteban
17;Girona;Cataluña;2022-12-26;Autonómico;San Esteban
